"LEAD_REFERENCE_NUMBER","CAMPAIGN_CODE","CIF","MARKETING_MESSAGE_LINE1","MARKETING_MESSAGE_LINE2","MARKETING_MESSAGE_LINE3","MARKETING_MESSAGE_LINE4","MARKETING_MESSAGE_LINE5","MARKETING_MESSAGE_LINE6","BRANCH_CODE","PERSONALIZED_MESSAGE","PRODUCT_OFFER","PROVINCE_CODE","REGION","CAMPAIGN_TYPE","LEAD_STATUS_CODE","OWNER_EMPLOYEE_ID","REFER_NAME","RESPONSE_DATE_TIME","RESPONSE_CODE"
"LMKM004022711","","3921924","","","","","","","262","","KMAXXXX","","50303","","1","000388272","","2018-02-16T09:25:43Z",""
"LMKM004022723","","10136228","","","","","","","262","","KMAXXXX","","50303","","1","000388272","","2018-02-16T09:28:32Z",""
"LMSM004028140","","15027646","","","","","","","542","","SMSXXXX","","60501","","1","000381053","","2018-02-20T11:57:20Z",""
"LMMM004028217","","360955","","","","","","","629","","MMAXSVG","","60501","","1","000307561","","2018-02-20T12:34:29Z",""
"LMSV004019756","","12320755","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-15T10:02:40Z",""
"LMSV004021078","","9787611","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T15:56:58Z",""
"LMKC004022923","","1137314","","","","","","","769","","KCCXXXX","","50303","","1","011030939","","2018-02-16T10:20:25Z",""
"LMSV004022940","","11384050","","","","","","","35","","SVGXXXX","","50303","","1","000320218","","2018-02-16T10:27:28Z",""
"LMMM004025784","","3846020","","","","","","","599","","MMAXSVG","","60501","","1","000262147","","2018-02-18T14:58:52Z",""
"LMSV004021092","","11325981","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T15:59:23Z",""
"LMSV003989832","","3700311","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-19T17:41:58Z",""
"LMSV004021133","","18045737","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T16:05:31Z",""
"LMMM004021214","","13621669","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T16:27:41Z",""
"LMAZ004022988","","651463","","","","","","","262","","AZAY115","","50303","","1","000280248","","2018-02-16T10:49:11Z",""
"LMSV004028712","","3682678","","","","","","","296","","SVGXXXX","","50303","","1","000184440","","2018-02-20T16:01:48Z",""
"LMSV004019972","","15564284","","","","","","","87","","SVGXXXX","","60501","","1","000208900","","2018-02-15T11:11:30Z",""
"LMMM004019985","","9293980","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T11:14:49Z",""
"LMMM004019992","","9952042","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T11:16:39Z",""
"LMMM004019993","","10145863","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T11:17:09Z",""
"LMSM004021328","","8549492","","","","","","","515","","SMSXXXX","","60501","","1","011021847","","2018-02-15T16:43:34Z",""
"LMSV004020131","","6132578","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T11:46:37Z",""
"LMMM004021567","","7229580","","","","","","","515","","MMAXSVG","","60501","","1","011021847","","2018-02-15T17:15:11Z",""
"LMSV004023426","","10886370","","","","","","","143","","SVGXXXX","","50303","","1","000385781","","2018-02-16T13:28:36Z",""
"LMMT004068748","","3793894","","","","","","","687","","MTFXXXX","","50303","","1","000311894","","2018-03-22T10:00:00Z",""
"LMSV004016866","","12045739","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-02-13T19:08:09Z",""
"LMMM004020295","","10558710","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:24:52Z",""
"LMMM004020306","","11676324","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:26:14Z",""
"LMMM004020312","","12299635","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:27:28Z",""
"LMSV004021736","","14944656","","","","","","","515","","SVGATMX","","60501","","1","011021847","","2018-02-15T17:30:19Z",""
"LMMM004021755","","4336828","","","","","","","134","","MMAXSVG","","60501","","1","000264432","","2018-02-15T17:32:44Z",""
"LMMM004021775","","19492939","","","","","","","515","","MMAXSVG","","60501","","1","011021847","","2018-02-15T17:34:16Z",""
"LMMM004021817","","7251390","","","","","","","515","","MMAXSVG","","60501","","1","011021847","","2018-02-15T17:38:12Z",""
"LMSM003989443","","17527862","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-19T16:14:21Z",""
"LMSV004022364","","2555706","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-02-15T19:20:39Z",""
"LMMM004022377","","4288806","","","","","","","17","","MMAXSVG","","60501","","1","000261479","","2018-02-15T19:23:47Z",""
"LMMM004014683","","3717739","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-13T08:45:06Z",""
"LMMM004014687","","4289132","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-13T08:49:05Z",""
"LMMM004014727","","4337504","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-13T09:09:20Z",""
"LMCM004015901","","3639426","","","","","","","14","เย็นๆ","CMLXXXX","","50303","","2","000296533","","2018-02-13T15:56:47Z",""
"LMSV004015914","","3929392","","","","","","","34","","SVGXXXX","","50303","","1","011209335","","2018-02-13T15:59:38Z",""
"LMSV004016484","","1029026","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-13T17:32:41Z",""
"LMSM003989177","","3302075","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-19T14:16:48Z",""
"LMSV004012924","","3671481","","","","","","","615","","SVGXXXX","","50303","","1","000393124","","2018-02-11T17:31:27Z",""
"LMAY004014949","","12237313","","","","","","","493","","AYF7LMF","","50303","","1","011076031","","2018-02-13T10:07:50Z",""
"LMSV003989487","","4340117","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-01-19T16:26:57Z",""
"LMMM004017489","","14655256","","","","","","","570","","MMAXSVG","","60501","","1","000339564","","2018-02-14T11:16:39Z",""
"LMSM004015023","","6161201","","","","","","","262","","SMSXXXX","","50303","","1","000191940","","2018-02-13T10:31:33Z",""
"LMPM004015024","","6161201","","","","","","","262","","PMTACDB","","50303","","1","000191940","","2018-02-13T10:31:33Z",""
"LMVD004015025","","6161201","","","","","","","262","","VDBXXXX","","50303","","1","000191940","","2018-02-13T10:31:33Z",""
"LMMM003988835","","4283495","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-01-19T11:51:13Z",""
"LMSV003990585","","12944402","","","","","","","474","","SVGXXXX","","50303","","1","000203489","","2018-01-21T16:23:09Z",""
"LMPR004068804","","12470185","","","","","","","687","","PRNSCHN","","50303","","1","000311894","","2018-03-22T10:25:08Z",""
"LMSM003989239","","18533940","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-19T14:45:44Z",""
"LMKC003989642","","21325740","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-01-19T17:01:20Z",""
"LMKC004016794","","15093455","","","","","","","542","","KCCXXXX","","60501","","1","000123497","","2018-02-13T18:44:35Z",""
"LMSV003989419","","16148446","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-01-19T16:08:10Z",""
"LMSV003990024","","17574092","","","","","","","493","","SVGXXXX","","50303","","1","000140301","","2018-01-19T19:01:44Z",""
"LMSV004015201","","18175338","","","","","","","262","","SVGXXXX","","50303","","1","000280248","","2018-02-13T12:01:35Z",""
"LMAA003990025","","9423443","","","","","","","493","","AACPHYR","","50303","","1","000140301","","2018-01-19T19:03:12Z",""
"LMKM003990028","","16427337","","","","","","","493","","KMAXXXX","","50303","","1","000140301","","2018-01-19T19:06:51Z",""
"LMSV004105588","","12104935","","","","","","","570","","SVGXXXX","","60501","","1","000348698","","2018-04-18T16:24:28Z",""
"LMSV004105593","","12485165","","","","","","","570","","SVGXXXX","","60501","","1","000348698","","2018-04-18T16:25:15Z",""
"LMMM004016257","","10638488","","","","","","","629","","MMAXSVG","","60501","","1","011172665","","2018-02-13T16:52:27Z",""
"LMSV004068668","","662118","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-03-22T09:24:26Z",""
"LMSV004068671","","3667801","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-03-22T09:25:00Z",""
"LMSV004105597","","21697178","","","","","","","570","","SVGXXXX","","60501","","1","000348698","","2018-04-18T16:25:58Z",""
"LMMT004105942","","9000744","","","","","","","570","","MTFXXXX","","60501","","1","000348698","","2018-04-18T17:39:20Z",""
"LMSV004105957","","12169855","","","","","","","570","","SVGXXXX","","60501","","1","000348698","","2018-04-18T17:41:39Z",""
"LMMT004105989","","12659569","","","","","","","570","","MTFXXXX","","60501","","1","000348698","","2018-04-18T17:49:11Z",""
"LMMT004105993","","13167282","","","","","","","570","","MTFXXXX","","60501","","1","000348698","","2018-04-18T17:50:15Z",""
"LMSV004013753","","13516264","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-02-12T15:32:43Z",""
"LMTD004106232","","6556237","","","","","","","17","","TDTXXXX","","60501","","1","011179108","","2018-04-18T18:59:24Z",""
"LMSV004015595","","6171117","","","","","","","599","","SVGXXXX","","60501","","1","000262147","","2018-02-13T14:23:19Z",""
"LMKC004016709","","8949560","","","","","","","35","","KCCXXXX","","50303","","1","000320218","","2018-02-13T18:20:02Z",""
"LMMM003988924","","5586868","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-01-19T12:24:34Z",""
"LMSV003989290","","4584466","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-19T15:06:32Z",""
"LMSV003989298","","7625651","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-19T15:10:44Z",""
"LMKC003989602","","19134367","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-01-19T16:53:59Z",""
"LMSV003989622","","19462954","","","","","","","493","","SVGXXXX","","50303","","1","011076031","","2018-01-19T16:57:16Z",""
"LMSV003989675","","17364374","","","","","","","143","","SVGXXXX","","50303","","1","011019213","","2018-01-19T17:08:55Z",""
"LMMM004013251","","15729335","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:51:14Z",""
"LMMM004013256","","12446993","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:54:07Z",""
"LMMM004013258","","14956227","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:54:51Z",""
"LMVD004013277","","5166250","","","","","","","14","","VDBXXXX","","50303","","1","000296533","","2018-02-12T11:04:07Z",""
"LMVD004013287","","8167229","","","","","","","14","","VDBXXXX","","50303","","1","000296533","","2018-02-12T11:14:35Z",""
"LMMM004106535","","4898068","","","","","","","629","","MMAXSVG","","60501","","1","000403352","","2018-04-19T09:12:18Z",""
"LMMM004013191","","1117215","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:08:18Z",""
"LMMM004013194","","16230782","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:09:35Z",""
"LMMG004013236","","10798449","","","","","","","262","","MGLXXXX","","50303","","1","000280248","","2018-02-12T10:38:35Z",""
"LMMM004013240","","12988027","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:40:54Z",""
"LMKC004014435","","11313260","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-02-12T18:24:13Z",""
"LMCM004013924","","6419480","","","","","","","262","","CMLSTPN","","50303","","1","000191940","","2018-02-12T16:35:31Z",""
"LMSV004013955","","13574913","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-02-12T16:42:36Z",""
"LMSV004016463","","16506720","","","","","","","615","","SVGATMX","","50303","","1","000164756","","2018-02-13T17:29:56Z",""
"LMSV004016469","","3286107","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-02-13T17:30:45Z",""
"LMSV004107104","","15276950","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:32:50Z",""
"LMSV004107106","","16994834","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:33:52Z",""
"LMSV004106861","","9645990","","","","","","","629","","SVGXXXX","","60501","","1","011132826","","2018-04-19T10:57:05Z",""
"LMSV004014089","","1065107","","","","","","","296","","SVGXXXX","","50303","","1","000124503","","2018-02-12T17:16:24Z",""
"LMSV004106873","","16252718","","","","","","","629","","SVGXXXX","","60501","","1","011132826","","2018-04-19T11:04:14Z",""
"LMSV004107083","","10753058","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:22:12Z",""
"LMSV004107092","","709794","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:27:32Z",""
"LMSV004107097","","10174793","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:30:01Z",""
"LMSV004107098","","13135781","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:31:03Z",""
"LMKC004015564","","16544697","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-02-13T14:13:10Z",""
"LMSV004015610","","3950743","","","","","","","143","","SVGXXXX","","50303","","1","000385781","","2018-02-13T14:28:57Z",""
"LMSV004017468","","12212695","","","","","","","254","","SVGXXXX","","60501","","1","000382507","","2018-02-14T11:07:48Z",""
"LMTD003989482","","9885568","","","","","","","17","","TDTXXXX","","60501","","1","000261479","","2018-01-19T16:25:32Z",""
"LMSV004019503","","260313","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-02-15T08:46:35Z",""
"LMCR004022690","","18474902","","","","","","","34","","CRTXXXX","","50303","","1","000103564","","2018-02-16T09:21:15Z",""
"LMSV004019604","","880141","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-15T09:22:52Z",""
"LMSV004019645","","7019578","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-15T09:37:41Z",""
"LMSV004019672","","3937463","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-15T09:40:59Z",""
"LMSV004021109","","12955436","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T16:01:23Z",""
"LMEL004106894","","15641570","","","","","","","615","","ELTKOLN","","50303","","1","000185553","","2018-04-19T11:14:14Z",""
"LMSV004024085","","8906300","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-02-16T16:42:06Z",""
"LMMM004014750","","10133273","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-13T09:15:03Z",""
"LMSV004019882","","721639","","","","","","","17","","SVGXXXX","","60501","","1","011179108","","2018-02-15T10:42:27Z",""
"LMSV004031498","","480200","","","","","","","34","","SVGXXXX","","50303","","1","000166546","","2018-02-22T10:00:27Z",""
"LMMM004032337","","9127295","","","","","","","687","","MMAXSVG","","50303","","1","000171306","","2018-02-22T15:54:29Z",""
"LMMT004015050","","12889105","","","","","","","14","","MTFXXXX","","50303","","1","000296533","","2018-02-13T10:42:34Z",""
"LMMT004015084","","3913675","","","","","","","14","","MTFXXXX","","50303","","1","000296533","","2018-02-13T10:57:54Z",""
"LMMM004106530","","865633","","","","","","","629","","MMAXSVG","","60501","","1","000403352","","2018-04-19T09:11:19Z",""
"LMSV004106537","","8787574","","","","","","","629","","SVGXXXX","","60501","","1","000403352","","2018-04-19T09:13:02Z",""
"LMSV004023396","","12218705","","","","","","","143","","SVGXXXX","","50303","","1","000385781","","2018-02-16T13:14:44Z",""
"LMSV004013826","","17433369","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-02-12T16:10:08Z",""
"LMKC003990027","","14847672","","","","","","","493","","KCCVSPT","","50303","","1","000140301","","2018-01-19T19:05:44Z",""
"LMMM003990389","","365935","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-20T19:10:56Z",""
"LMSM004015182","","9632580","","","","","","","687","","SMSXXXX","","50303","","1","000171306","","2018-02-13T11:47:28Z",""
"LMSV004106775","","12678077","","","","","","","629","","SVGXXXX","","60501","","1","011132826","","2018-04-19T10:29:24Z",""
"LMMT004024673","","3944910","","","","","","","134","","MTFXXXX","","60501","","1","000325027","","2018-02-16T18:15:27Z",""
"LMMM004024698","","10809067","","","","","","","134","","MMAXSVG","","60501","","1","000325027","","2018-02-16T18:23:11Z",""
"LMSV003989477","","12391915","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-01-19T16:24:25Z",""
"LMMM003989496","","4287922","","","","","","","17","","MMAXSVG","","60501","","1","000261479","","2018-01-19T16:29:10Z",""
"LMMT004015408","","13622879","","","","","","","14","","MTFXXXX","","50303","","1","000296533","","2018-02-13T13:13:59Z",""
"LMMM004021420","","17058860","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T16:56:26Z",""
"LMSV004107109","","368487","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-04-19T12:34:48Z",""
"LMMT004031395","","321022","","","","","","","14","","MTFXXXX","","50303","","1","000296533","","2018-02-22T09:16:00Z",""
"LMVD004031400","","1015030","","","","","","","14","","VDBXXXX","","50303","","1","000296533","","2018-02-22T09:17:53Z",""
"LMMM004013266","","14950209","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-02-12T10:57:41Z",""
"LMEL004013285","","6552113","","","","","","","296","","ELTKOLN","","50303","","1","000076018","","2018-02-12T11:13:09Z",""
"LMMM004015437","","10339042","","","","","","","599","","MMAXSVG","","60501","","1","000262147","","2018-02-13T13:28:54Z",""
"LMMM004015515","","5359309","","","","","","","599","","MMAXSVG","","60501","","1","000262147","","2018-02-13T13:58:06Z",""
"LMSM004015525","","3770095","","","","","","","599","","SMSXXXX","","60501","","1","000262147","","2018-02-13T14:00:34Z",""
"LMMM004021435","","18191703","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T16:58:00Z",""
"LMKC004028324","","3483055","","","","","","","629","","KCCXXXX","","60501","","1","000307561","","2018-02-20T13:23:13Z",""
"LMSV004028329","","10821975","","","","","","","629","","SVGATMX","","60501","","1","000307561","","2018-02-20T13:25:28Z",""
"LMSV003990584","","21704841","","","","","","","474","","SVGXXXX","","50303","","1","000203489","","2018-01-21T16:22:28Z",""
"LMSM004015703","","9742321","","","","","","","599","","SMSXXXX","","60501","","1","000262147","","2018-02-13T14:55:44Z",""
"LMMM003990391","","12509210","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-20T19:11:29Z",""
"LMMM003990394","","21765418","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-20T19:12:33Z",""
"LMMG004018067","","16391207","","","","","","","34","","MGLKRRF","","50303","","1","011209335","","2018-02-14T15:02:34Z",""
"LMSV004013964","","12866492","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-02-12T16:44:42Z",""
"LMMM004019432","","4525044","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-14T20:34:10Z",""
"LMSV004020551","","16477485","","","","","","","599","","SVGXXXX","","60501","","1","000266213","","2018-02-15T13:46:16Z",""
"LMSV004023716","","4318248","","","","","","","599","","SVGXXXX","","60501","","1","000237354","","2018-02-16T14:46:39Z",""
"LMSV004025075","","4356174","","","","","","","599","","SVGXXXX","","60501","","1","000237354","","2018-02-16T21:00:35Z",""
"LMSV004025082","","11998013","","","","","","","599","","SVGXXXX","","60501","","1","000237354","","2018-02-16T21:04:46Z",""
"LMSV004025241","","19421980","","","","","","","599","","SVGXXXX","","60501","","1","000262147","","2018-02-17T12:31:20Z",""
"LMSM004025244","","17584196","","","","","","","599","","SMSXXXX","","60501","","1","000262147","","2018-02-17T12:49:18Z",""
"LMSV004014092","","3711340","","","","","","","296","","SVGXXXX","","50303","","1","000124503","","2018-02-12T17:17:33Z",""
"LMKC004016644","","9980891","","","","","","","687","","KCCXXXX","","50303","","1","011037777","","2018-02-13T18:04:43Z",""
"LMKC004016721","","12796512","","","","","","","35","","KCCXXXX","","50303","","1","000320218","","2018-02-13T18:23:18Z",""
"LMKC004030907","","1118344","","","","","","","301","","KCCXXXX","","50303","","1","000404350","","2018-02-21T17:37:59Z",""
"LMKM004031200","","18288807","","","","","","","143","","KMAXXXX","","50303","","1","000296756","","2018-02-21T19:06:48Z",""
"LMSV004016813","","12240754","","","","","","","599","","SVGXXXX","","60501","","1","000262147","","2018-02-13T18:48:52Z",""
"LMSV004016933","","12090963","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-02-13T19:29:27Z",""
"LMSV004016934","","17566669","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-02-13T19:30:33Z",""
"LMMM004026186","","18013137","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-19T10:43:02Z",""
"LMKM004028766","","11285655","","","","","","","474","","KMAXXXX","","50303","","1","000315713","","2018-02-20T16:24:45Z",""
"LMKC003989862","","13978424","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-01-19T17:49:57Z",""
"LMSV004029022","","4340232","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-02-20T17:21:59Z",""
"LMSV004029029","","4337879","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-02-20T17:25:05Z",""
"LMSV004022366","","3286693","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-02-15T19:21:13Z",""
"LMSV004030894","","1059486","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-02-21T17:34:20Z",""
"LMSV004030917","","3277774","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-02-21T17:40:13Z",""
"LMMM004031199","","4180062","","","","","","","143","","MMAXSVG","","50303","","1","000296756","","2018-02-21T19:05:27Z",""
"LMEL003989180","","3487641","","","","","","","361","","ELTKOLN","","50303","","1","000335661","","2018-01-19T14:17:57Z",""
"LMSV004022614","","6300383","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-02-16T09:01:31Z",""
"LMKC004026677","","4452947","","","","","","","17","","KCCXXXX","","60501","","10","000261479","","2018-02-19T15:13:59Z",""
"LMSV004014589","","3174142","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-02-12T19:55:23Z",""
"LMMM004108346","","6837786","","","","","","","631","","MMAXSVG","","60501","","1","000261594","","2018-04-19T19:27:33Z",""
"LMMM004019981","","9052516","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T11:13:53Z",""
"LMMM004020285","","10232052","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:23:06Z",""
"LMMM004020289","","10374137","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:23:38Z",""
"LMMM004020318","","12514488","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:28:09Z",""
"LMKC003989632","","20987018","","","","","","","493","","KCCXXXX","","50303","","1","011076031","","2018-01-19T16:59:16Z",""
"LMMM004023751","","816567","","","","","","","570","","MMAXSVG","","60501","","1","000339564","","2018-02-16T15:01:18Z",""
"LMSV004023696","","3126164","","","","","","","599","","SVGXXXX","","60501","","1","000237354","","2018-02-16T14:42:16Z",""
"LMSV004024436","","1040282","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-02-16T17:30:27Z",""
"LMKC004024591","","14652099","","","","","","","35","","KCCXXXX","","50303","","1","000320218","","2018-02-16T17:56:46Z",""
"LMKC004024602","","18227704","","","","","","","35","","KCCXXXX","","50303","","1","000320218","","2018-02-16T18:00:13Z",""
"LMSV003989176","","3663578","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-19T14:16:24Z",""
"LMVD004015417","","1094197","","","","","","","14","","VDBXXXX","","50303","","1","000296533","","2018-02-13T13:17:14Z",""
"LMMM004023980","","7774747","","","","","","","449","","MMAXSVG","","50303","","1","011179850","","2018-02-16T16:20:49Z",""
"LMKC004024691","","4452947","","","","","","","17","","KCCXXXX","","60501","","10","000261479","","2018-02-16T18:22:13Z",""
"LMSV004024778","","6731695","","","","","","","624","","SVGXXXX","","60501","","1","011119583","","2018-02-16T18:34:10Z",""
"LMSV004024798","","10412613","","","","","","","624","","SVGXXXX","","60501","","1","011119583","","2018-02-16T18:37:14Z",""
"LMSV004024792","","10174212","","","","","","","624","","SVGXXXX","","60501","","1","011119583","","2018-02-16T18:36:06Z",""
"LMSV004024812","","12097873","","","","","","","624","","SVGXXXX","","60501","","1","011119583","","2018-02-16T18:38:49Z",""
"LMSV004015424","","1126123","","","","","","","34","","SVGXXXX","","50303","","1","000269837","","2018-02-13T13:19:56Z",""
"LMSV004025359","","17447935","","","","","","","624","","SVGXXXX","","60501","","1","011119583","","2018-02-17T15:30:32Z",""
"LMSM004013309","","7344034","","","","","","","296","","SMSXXXX","","50303","","1","000076018","","2018-02-12T11:40:45Z",""
"LMSV004020567","","13858260","","","","","","","599","","SVGXXXX","","60501","","1","000266213","","2018-02-15T13:51:31Z",""
"LMAY004013819","","3716910","","","","","","","783","","AYFSDIV","","60501","","1","000310227","","2018-02-12T16:09:02Z",""
"LMMT004013820","","3716910","","","","","","","783","","MTFEQTY","","60501","","1","000310227","","2018-02-12T16:09:02Z",""
"LMEN004013883","","6134875","","","","","","","783","","ENDXXXX","","60501","","1","000310227","","2018-02-12T16:22:44Z",""
"LMMT004015606","","7368595","","","","","","","599","","MTFLTFX","","60501","","1","000262147","","2018-02-13T14:27:43Z",""
"LMSV004015634","","5382370","","","","","","","143","","SVGXXXX","","50303","","1","000385781","","2018-02-13T14:36:04Z",""
"LMSM004017577","","18708497","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-02-14T11:49:16Z",""
"LMSM004017630","","14922892","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-02-14T12:11:54Z",""
"LMSV004016474","","12129082","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-13T17:31:26Z",""
"LMSV004016480","","3639670","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-13T17:32:04Z",""
"LMSV004018532","","4671264","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-14T16:53:12Z",""
"LMSV004019767","","150219","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-15T10:05:52Z",""
"LMMM004017483","","9862706","","","","","","","570","","MMAXSVG","","60501","","1","000339564","","2018-02-14T11:14:45Z",""
"LMSV004020045","","889042","","","","","","","255","","SVGXXXX","","50303","","1","000184630","","2018-02-15T11:30:46Z",""
"LMMM004020283","","10227473","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-15T12:22:39Z",""
"LMSV004016764","","311","","","","","","","143","","SVGXXXX","","50303","","1","011019213","","2018-02-13T18:30:33Z",""
"LMSV004019335","","14479953","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-02-14T19:39:03Z",""
"LMKM004019341","","10638023","","","","","","","599","","KMAXXXX","","60501","","1","000403089","","2018-02-14T19:42:59Z",""
"LMMM004019431","","4408854","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-02-14T20:33:38Z",""
"LMEL004022702","","17637926","","","","","","","14","","ELTKOLN","","50303","","1","000296533","","2018-02-16T09:23:11Z",""
"LMMM004014734","","5036286","","","","","","","570","","MMAXSVG","","60501","","1","011018645","","2018-02-13T09:11:27Z",""
"LMSV004108074","","12702916","","","","","","","17","","SVGXXXX","","60501","","1","000261479","","2018-04-19T17:56:00Z",""
"LMSV004017097","","16476711","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-14T09:03:51Z",""
"LMSV004017115","","523343","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-14T09:08:29Z",""
"LMSV004017121","","3715839","","","","","","","296","","SVGXXXX","","50303","","1","011019205","","2018-02-14T09:10:39Z",""
"LMSV004019323","","5140829","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-02-14T19:26:08Z",""
