"LEAD_REFERENCE_NUMBER","CAMPAIGN_CODE","CIF","MARKETING_MESSAGE_LINE1","MARKETING_MESSAGE_LINE2","MARKETING_MESSAGE_LINE3","MARKETING_MESSAGE_LINE4","MARKETING_MESSAGE_LINE5","MARKETING_MESSAGE_LINE6","BRANCH_CODE","PERSONALIZED_MESSAGE","PRODUCT_OFFER","PROVINCE_CODE","REGION","CAMPAIGN_TYPE","LEAD_STATUS_CODE","OWNER_EMPLOYEE_ID","REFER_NAME","RESPONSE_DATE_TIME","RESPONSE_CODE"
"LMKM004024323","","12270894","","","","","","","149","","KMAXXXX","","60201","","1","011217601","","2018-02-16T17:11:23Z",""
"LMEL004024573","","10687822","","","","","","","411","","ELTKOLN","","60403","","1","011093242","","2018-02-16T17:51:29Z",""
"LMSV003990756","","479728","","","","","","","319","","SVGXXXX","","60403","","1","000199083","","2018-01-22T08:52:14Z",""
"LMSV003990758","","6477538","","","","","","","319","","SVGXXXX","","60403","","1","000199083","","2018-01-22T08:55:20Z",""
"LMKM004032268","","17888265","","","","","","","719","","KMAXXXX","","60201","","1","000145383","","2018-02-22T15:30:15Z",""
"LMKM004032303","","16430520","","","","","","","719","","KMAXXXX","","60201","","1","000145383","","2018-02-22T15:41:36Z",""
"LMVD004106524","","15505242","","","","","","","318","","VDBXXXX","","60403","","1","011017753","","2018-04-19T09:08:34Z",""
"LMVD004106539","","18109621","","","","","","","318","","VDBXXXX","","60403","","1","011017753","","2018-04-19T09:13:44Z",""
"LMSM004106759","","6552304","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-04-19T10:24:27Z",""
"LMKF003990474","","4749771","","","","","","","719","","KFCVDBX","","60201","","1","000405241","","2018-01-21T12:29:09Z",""
"LMSV003990504","","19140276","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T13:40:01Z",""
"LMSV004107857","","12167324","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-04-19T17:20:28Z",""
"LMSV004107964","","8383253","","","","","","","264","","SVGXXXX","","50101","","1","000295998","","2018-04-19T17:39:13Z",""
"LMSM004031819","","719539","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-02-22T12:05:14Z",""
"LMSM004015303","","9837411","","","","","","","592","","SMSXXXX","","60201","","1","000228809","","2018-02-13T12:39:10Z",""
"LMKM004020293","","17786663","","","","","","","792","","KMAXXXX","","60201","","1","011148996","","2018-02-15T12:24:25Z",""
"LMKM004020297","","17420497","","","","","","","792","","KMAXXXX","","60201","","1","011148996","","2018-02-15T12:25:09Z",""
"LMKM004108282","","8273305","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-04-19T18:44:07Z",""
"LMMM004108243","","9805357","","","","","","","711","","MMAXSVG","","50101","","1","000234963","","2018-04-19T18:32:20Z",""
"LMMT004023465","","4038023","","","","","","","373","","MTFXXXX","","50101","","1","011133352","","2018-02-16T13:49:19Z",""
"LMSV003990488","","12408873","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T12:57:53Z",""
"LMMM004031790","","9920631","","","","","","","185","","MMAXSVG","","50101","","1","011109410","","2018-02-22T11:47:39Z",""
"LMTD004031345","","10218818","","","","","","","96","","TDT09MX","","60201","","1","000071050","","2018-02-22T08:58:40Z",""
"LMPA004031422","","3093723","","","","","","","322","","PACPROM","","60201","","1","000369074","","2018-02-22T09:22:00Z",""
"LMSV004023072","","17854514","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-02-16T11:34:07Z",""
"LMMM004032155","","1085525","","","","","","","349","","MMAXSVG","","60201","","1","000262725","","2018-02-22T14:48:50Z",""
"LMKC004013398","","9925623","","","","","","","333","","KCCVSPT","","50101","","1","000267708","","2018-02-12T12:53:04Z",""
"LMMT004020488","","11071759","","","","","","","378","","MTFXXXX","","50101","","1","000336537","","2018-02-15T13:20:59Z",""
"LMSV004013424","","8989617","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-02-12T13:16:02Z",""
"LMPA004016318","","15071850","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-13T17:03:49Z",""
"LMMT004023731","","874812","","","","","","","96","","MTFXXXX","","60201","","1","000135640","","2018-02-16T14:54:59Z",""
"LMVD004025019","","3103778","","","","","","","55","","VDBXXXX","","60201","","1","000150896","","2018-02-16T19:53:12Z",""
"LMSV004025021","","3670503","","","","","","","55","","SVGXXXX","","60201","","1","000150896","","2018-02-16T19:53:53Z",""
"LMVD004025053","","601127","","","","","","","55","","VDBXXXX","","60201","","1","000150896","","2018-02-16T20:20:16Z",""
"LMVD004016581","","5138586","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-13T17:48:56Z",""
"LMSV004022067","","10631321","","","","","","","378","","SVGXXXX","","50101","","1","011204146","","2018-02-15T18:03:28Z",""
"LMPA004022101","","15130874","","","","","","","55","","PACXXXX","","60201","","1","000370981","","2018-02-15T18:06:40Z",""
"LMMM004016869","","20669815","","","","","","","349","","MMAXSVG","","60201","","1","000262725","","2018-02-13T19:08:50Z",""
"LMMT004026204","","5221469","","","","","","","530","","MTFBOND","","60403","","1","000127365","","2018-02-19T10:54:50Z",""
"LMSV004028834","","3066874","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-02-20T16:46:28Z",""
"LMSV004028860","","8619205","","","","","","","518","","SVGATMX","","50101","","1","000310284","","2018-02-20T16:53:39Z",""
"LMMM004030987","","12468516","","","","","","","392","จากlm","MMAXSVG","","60403","","1","000161117","","2018-02-21T17:58:19Z",""
"LMMM004014444","","8771307","","","","","","","322","","MMAXSVG","","60201","","1","000172551","","2018-02-12T18:26:16Z",""
"LMVD004026236","","5283832","","","","","","","318","","VDBXXXX","","60403","","1","011017753","","2018-02-19T11:11:43Z",""
"LMPA004028951","","6983613","","","","","","","358","","PACXXXX","","60403","","1","000181842","","2018-02-20T17:09:32Z",""
"LMAY004014693","","10220442","","","","","","","719","","AYFSDIV","","60201","","1","000234419","","2018-02-13T08:53:40Z",""
"LMSV004017771","","173897","","","","","","","319","","SVGXXXX","","60403","","1","000208967","","2018-02-14T13:06:59Z",""
"LMVD004018175","","8419716","","","","","","","111","","VDBXXXX","","60201","","1","000319350","","2018-02-14T15:51:23Z",""
"LMSV004018317","","5244835","","","","","","","140","","SVGXXXX","","60403","","1","000325233","","2018-02-14T16:22:19Z",""
"LMSV004022448","","11282513","","","","","","","530","","SVGXXXX","","60403","","1","000282491","","2018-02-15T20:04:47Z",""
"LMSV004022453","","10621051","","","","","","","530","","SVGXXXX","","60403","","1","000282491","","2018-02-15T20:06:30Z",""
"LMMM004030108","","16165099","","","","","","","185","","MMAXSVG","","50101","","1","011109410","","2018-02-21T12:55:52Z",""
"LMEL004030933","","12789514","","","","","","","373","","ELTKOLN","","50101","","1","011107265","","2018-02-21T17:45:08Z",""
"LMSV004031184","","4246422","","","","","","","349","","SVGXXXX","","60201","","1","000262725","","2018-02-21T18:59:12Z",""
"LMKC003990374","","21226440","","","","","","","799","","KCCXXXX","","60403","","1","000189878","","2018-01-20T17:59:57Z",""
"LMSV004030136","","6657775","","","","","","","96","LM","SVGXXXX","","60201","","1","000090779","","2018-02-21T13:15:38Z",""
"LMTD003990751","","11163008","","","","","","","319","","TDTXXXX","","60403","","1","000199083","","2018-01-22T08:48:45Z",""
"LMMT004014001","","4482420","","","","","","","96","","MTFXXXX","","60201","","1","000108746","","2018-02-12T16:52:26Z",""
"LMCR004107457","","19045358","","","","","","","288","","CRTCHEQ","","60403","","3","000137406","","2018-07-10T19:07:22Z",""
"LMSV004023077","","18534563","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-02-16T11:35:10Z",""
"LMSM004023512","","12015724","","","","","","","592","","SMSXXXX","","60201","","1","000228809","","2018-02-16T14:02:51Z",""
"LMKC003989131","","3283535","","","","","","","349","","KCCXXXX","","60201","","1","000150607","","2018-01-19T13:58:49Z",""
"LMSV004107600","","4127991","","","","","","","96","LM","SVGXXXX","","60201","","1","000090779","","2018-04-19T16:28:13Z",""
"LMSV004107611","","21254135","","","","","","","96","","SVGXXXX","","60201","","1","000090779","","2018-04-19T16:29:27Z",""
"LMTD004107648","","5509196","","","","","","","688","","TDT09MX","","50101","","1","000273011","","2018-04-19T16:35:41Z",""
"LMSM004015268","","14797993","","","","","","","592","","SMSXXXX","","60201","","1","000228809","","2018-02-13T12:27:07Z",""
"LMSM004015292","","21829633","","","","","","","592","","SMSXXXX","","60201","","1","000228809","","2018-02-13T12:37:35Z",""
"LMSM004015351","","9482560","","","","","","","411","","SMESXXX","","60403","","1","000123034","","2018-02-13T12:48:15Z",""
"LMMM004015353","","18665421","","","","","","","50","","MMAXSVG","","60201","","1","000126383","","2018-02-13T12:48:36Z",""
"LMVD004024395","","4239811","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-16T17:23:06Z",""
"LMPL004024405","","580838","","","","","","","411","","PLNXXXX","","60403","","1","000237388","","2018-02-16T17:24:27Z",""
"LMSV003989303","","5259495","","","","","","","318","","SVGXXXX","","60403","","1","000193987","","2018-01-19T15:12:09Z",""
"LMSV004016288","","4195035","","","","","","","55","","SVGXXXX","","60201","","1","000230383","","2018-02-13T16:58:20Z",""
"LMSV004024880","","10617621","","","","","","","518","","SVGATMX","","50101","","1","000310284","","2018-02-16T18:49:06Z",""
"LMSM004023626","","7781207","","","","","","","299","","SMSXXXX","","50101","","1","000346247","","2018-02-16T14:27:33Z",""
"LMSM004025709","","15881130","","","","","","","299","","SMSXXXX","","50101","","1","000312231","","2018-02-18T12:19:59Z",""
"LMSM004025711","","17955399","","","","","","","299","","SMSXXXX","","50101","","1","000312231","","2018-02-18T12:20:36Z",""
"LMSM004025725","","20704187","","","","","","","299","","SMSXXXX","","50101","","1","000312231","","2018-02-18T12:30:45Z",""
"LMMM004015451","","9647079","","","","","","","411","up สถานะ kse","MMAXSVG","","60403","","1","011084274","","2018-02-13T13:34:08Z",""
"LMPA004024137","","17642316","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-16T16:50:03Z",""
"LMMM004025536","","1052897","","","","","","","518","","MMAXSVG","","50101","","1","000310284","","2018-02-17T19:04:36Z",""
"LMSV004025614","","7359901","","","","","","","299","","SVGXXXX","","50101","","1","000346247","","2018-02-18T10:56:15Z",""
"LMSV004015587","","20973401","","","","","","","411","ลูกค้ามีการถอนเงิน 2 ลบ","SVGXXXX","","60403","","1","011084274","","2018-02-13T14:20:47Z",""
"LMMM004020565","","9294420","","","","","","","111","","MMAXSVG","","60201","","1","000319350","","2018-02-15T13:51:26Z",""
"LMMM004020621","","682373","","","","","","","85","","MMAXSVG","","50101","","1","000183731","","2018-02-15T14:09:17Z",""
"LMSV004017795","","21656631","","","","","","","688","","SVGXXXX","","50101","","1","000273011","","2018-02-14T13:20:42Z",""
"LMKM004013943","","14481362","","","","","","","688","","KMAXXXX","","50101","","1","000273011","","2018-02-12T16:39:56Z",""
"LMMM004015694","","20973401","","","","","","","411","ลูกค้ามีการโยก บช เงินฝาก ไป 220","MMAXSVG","","60403","","1","011084274","","2018-02-13T14:53:27Z",""
"LMPA004021777","","4226972","","","","","","","55","","PACXXXX","","60201","","1","000370981","","2018-02-15T17:34:25Z",""
"LMSV004017895","","16898705","","","","","","","688","","SVGXXXX","","50101","","1","000273011","","2018-02-14T14:00:18Z",""
"LMSV004018530","","4271275","","","","","","","407","","SVGXXXX","","60201","","1","000403097","","2018-02-14T16:53:00Z",""
"LMSV003990152","","10875434","","","","","","","652","","SVGXXXX","","60403","","1","011200813","","2018-01-20T11:27:29Z",""
"LMPL003990475","","8236803","","","","","","","719","","PLNXXXX","","60201","","1","000405241","","2018-01-21T12:30:06Z",""
"LMSV003990485","","8788071","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T12:54:29Z",""
"LMSV003990486","","10543781","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T12:55:48Z",""
"LMSV003990499","","11070624","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T13:29:58Z",""
"LMSV003990501","","13050993","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T13:37:39Z",""
"LMSV003990502","","14079282","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-01-21T13:38:33Z",""
"LMKM004016438","","9197955","","","","","","","322","","KMAXXXX","","60201","","1","000400580","","2018-02-13T17:26:16Z",""
"LMSM004019071","","12542677","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-02-14T18:10:32Z",""
"LMKC004015758","","802589","","","","","","","299","","KCCXXXX","","50101","","1","000235929","","2018-02-13T15:18:12Z",""
"LMSM004015759","","8108997","","","","","","","299","","SMSXXXX","","50101","","1","000346247","","2018-02-13T15:18:19Z",""
"LMSV004108200","","6334722","","","","","","","55","","SVGXXXX","","60201","","1","000230383","","2018-04-19T18:19:17Z",""
"LMTD004020012","","12417920","","","","","","","411","ติดตาม ลค","TDT09MX","","60403","","1","011084274","","2018-02-15T11:24:22Z",""
"LMSV004107781","","6383702","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-04-19T17:10:59Z",""
"LMCR004015778","","14170309","","","","","","","264","","CRLXXXX","","50101","","1","000295998","","2018-02-13T15:23:47Z",""
"LMSV004107825","","14614269","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-04-19T17:17:05Z",""
"LMMT004015804","","12226610","","","","","","","719","","MTFLTFX","","60201","","1","000145383","","2018-02-13T15:32:24Z",""
"LMPA004021816","","4564969","","","","","","","55","","PACXXXX","","60201","","1","000370981","","2018-02-15T17:38:10Z",""
"LMSV004107936","","19160614","","","","","","","264","","SVGXXXX","","50101","","1","000295998","","2018-04-19T17:33:52Z",""
"LMPA004022090","","13775278","","","","","","","55","","PACXXXX","","60201","","1","000370981","","2018-02-15T18:05:44Z",""
"LMMT004022760","","5233932","","","","","","","288","","MTFBOND","","60403","","1","000137406","","2018-02-16T09:39:14Z",""
"LMTD004022785","","4050730","","","","","","","333","เงินฝากครบ28/02/2561","TDT09MX","","50101","","1","011111531","","2018-02-16T09:44:12Z",""
"LMMM003990369","","946472","","","","","","","518","","MMAXSVG","","50101","","1","000310284","","2018-01-20T17:49:04Z",""
"LMMM004015961","","7328174","","","","","","","518","","MMAXSVG","","50101","","1","000335463","","2018-02-13T16:07:49Z",""
"LMKM004108254","","5245262","","","","","","","392","","KMAXXXX","","60403","","1","000159194","","2018-04-19T18:37:39Z",""
"LMSV004022529","","15776068","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-16T08:09:49Z",""
"LMSV003989327","","4097752","","","","","","","149","","SVGXXXX","","60201","","1","011144078","","2018-01-19T15:27:12Z",""
"LMTD004015062","","14449950","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-13T10:47:15Z",""
"LMTD004015077","","3814457","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-13T10:53:07Z",""
"LMMM004015099","","4264544","","","","","","","50","","MMAXSVG","","60201","","1","000126383","","2018-02-13T11:04:57Z",""
"LMSV004015979","","9593237","","","","","","","518","","SVGXXXX","","50101","","1","000335463","","2018-02-13T16:11:13Z",""
"LMSM004108285","","10033149","","","","","","","392","","SMSXXXX","","60403","","1","000159194","","2018-04-19T18:44:23Z",""
"LMSV004022865","","5237019","","","","","","","220","","SVGXXXX","","60403","","1","000182758","","2018-02-16T10:03:11Z",""
"LMSV004022870","","19081668","","","","","","","220","","SVGXXXX","","60403","","1","000182758","","2018-02-16T10:05:10Z",""
"LMSV004022886","","17904335","","","","","","","220","","SVGXXXX","","60403","","1","000182758","","2018-02-16T10:08:47Z",""
"LMMT004013351","","14922526","","","","","","","111","","MTFXXXX","","60201","","1","000319350","","2018-02-12T12:17:02Z",""
"LMSV004016120","","3989268","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-13T16:28:15Z",""
"LMTD003989204","","8988453","","","","","","","233","","TDT09MX","","60201","","6","000198671","","2018-01-26T16:25:44Z",""
"LMSV003989447","","751108","","","","","","","140","","SVGXXXX","","60403","","1","000395566","","2018-01-19T16:15:49Z",""
"LMKM003989448","","751108","","","","","","","140","","KMAXXXX","","60403","","1","000395566","","2018-01-19T16:15:49Z",""
"LMSM003989449","","751108","","","","","","","140","","SMSXXXX","","60403","","1","000395566","","2018-01-19T16:15:49Z",""
"LMPL004016518","","1101589","","","","","","","333","","PLNXXXX","","50101","","10","000356782","","2018-03-08T10:06:33Z",""
"LMMM004017008","","12208073","","","","","","","719","","MMAXSVG","","60201","","1","000405241","","2018-02-13T20:40:00Z",""
"LMMM004017010","","4248391","","","","","","","719","","MMAXSVG","","60201","","1","000405241","","2018-02-13T20:41:51Z",""
"LMMM004107606","","12400329","","","","","","","96","","MMAXSVG","","60201","","1","000158444","","2018-04-19T16:28:57Z",""
"LMSV004015091","","4247606","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-02-13T11:01:35Z",""
"LMPA004015203","","20693365","","","","","","","322","","PACPROM","","60201","","1","000369074","","2018-02-13T12:03:07Z",""
"LMSV004108002","","664858","","","","","","","378","","SVGXXXX","","50101","","1","000199760","","2018-04-19T17:45:38Z",""
"LMSV004014209","","5179186","","","","","","","407","","SVGXXXX","","60201","","1","000403097","","2018-02-12T17:40:58Z",""
"LMPA004014393","","4206288","","","","","","","322","","PACXXXX","","60201","","1","000172551","","2018-02-12T18:09:10Z",""
"LMSV004014445","","15621159","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-12T18:26:30Z",""
"LMMM004014700","","809229","","","","","","","349","","MMAXSVG","","60201","","1","000262725","","2018-02-13T08:56:49Z",""
"LMEN004014709","","862341","","","","","","","349","","ENDKSBX","","60201","","1","000262725","","2018-02-13T09:00:39Z",""
"LMTD004014753","","4239222","","","","","","","349","","TDT09MX","","60201","","1","000262725","","2018-02-13T09:15:45Z",""
"LMMM004014843","","4941441","","","","","","","349","","MMAXSVG","","60201","","1","000262725","","2018-02-13T09:32:33Z",""
"LMKM004108296","","8364731","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-04-19T18:46:18Z",""
"LMTD004014769","","4244675","","","","","","","349","","TDT09MX","","60201","","1","000262725","","2018-02-13T09:18:17Z",""
"LMMG004014137","","12383051","","","","","","","688","","MGLKRRF","","50101","","1","000273011","","2018-02-12T17:29:15Z",""
"LMAY004014231","","3695975","","","","","","","333","lm leads","AYFPLUS","","50101","","10","011111531","","2018-02-12T17:43:45Z",""
"LMAZ004023900","","9526584","","","","","","","378","","AZAY115","","50101","","10","000122234","","2018-02-16T15:48:19Z",""
"LMMM004023993","","4243434","","","","","","","349","","MMAXSVG","","60201","","1","011180130","","2018-02-16T16:22:41Z",""
"LMSM004019808","","3450530","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-02-15T10:21:17Z",""
"LMSV004019967","","9522752","","","","","","","96","","SVGXXXX","","60201","","1","000090779","","2018-02-15T11:10:49Z",""
"LMKM004020304","","17899174","","","","","","","792","","KMAXXXX","","60201","","1","011148996","","2018-02-15T12:26:01Z",""
"LMPM004014126","","5576356","","","","","","","96","","PMTXXXX","","60201","","1","000108746","","2018-02-12T17:24:48Z",""
"LMSV004022890","","10362139","","","","","","","220","","SVGXXXX","","60403","","1","000182758","","2018-02-16T10:10:05Z",""
"LMSV004015137","","12881259","","","","","","","318","","SVGXXXX","","60403","","1","000193987","","2018-02-13T11:28:28Z",""
"LMPA004016241","","8785870","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-13T16:49:36Z",""
"LMMT004016267","","425701","","","","","","","55","","MTFXXXX","","60201","","1","000230383","","2018-02-13T16:54:07Z",""
"LMVD004016275","","600012","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-13T16:55:02Z",""
"LMSV004017047","","11056237","","","","","","","592","","SVGXXXX","","60201","","1","000194449","","2018-02-14T08:18:26Z",""
"LMSV004015206","","16231538","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-02-13T12:04:28Z",""
"LMVD004016601","","6298444","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-13T17:52:26Z",""
"LMSV004016691","","9671822","","","","","","","380","","SVGXXXX","","60201","","1","000208785","","2018-02-13T18:16:52Z",""
"LMPR004024337","","7152198","","","","","","","55","","PRNSCHN","","60201","","1","000230383","","2018-02-16T17:13:13Z",""
"LMSV004013493","","3177818","","","","","","","85","","SVGXXXX","","50101","","1","000183731","","2018-02-12T14:03:44Z",""
"LMSV004013494","","108180","","","","","","","85","","SVGXXXX","","50101","","1","000183731","","2018-02-12T14:04:52Z",""
"LMSV004013582","","6283891","","","","","","","25","","SVGXXXX","","60403","","1","000351171","","2018-02-12T14:42:46Z",""
"LMPL004013621","","4243629","","","","","","","349","","PLNXXXX","","60201","","1","000210724","","2018-02-12T14:53:57Z",""
"LMMM004015520","","16502911","","","","","","","411","ดูดอกเบี้ย","MMAXSVG","","60403","","1","011084274","","2018-02-13T13:59:46Z",""
"LMMM004108379","","17766528","","","","","","","688","","MMAXSVG","","50101","","1","011048733","","2018-04-19T20:21:03Z",""
"LMMM004017172","","5506769","","","","","","","411","","MMAXSVG","","60403","","1","011084274","","2018-02-14T09:29:54Z",""
"LMMM004017219","","4275750","","","","","","","349","","MMAXSVG","","60201","","1","000210724","","2018-02-14T09:48:09Z",""
"LMVD004024413","","4275072","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-16T17:25:33Z",""
"LMEL004024566","","4163299","","","","","","","96","","ELTKOLN","","60201","","1","000158444","","2018-02-16T17:49:02Z",""
"LMSV004013731","","4761770","","","","","","","140","","SVGXXXX","","60403","","1","000395566","","2018-02-12T15:26:39Z",""
"LMKM004013732","","4761770","","","","","","","140","","KMAXXXX","","60403","","1","000395566","","2018-02-12T15:26:39Z",""
"LMSV004017323","","4187190","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-02-14T10:27:25Z",""
"LMMM004015689","","16235341","","","","","","","411","ดอกเบี้ยเกิน","MMAXSVG","","60403","","1","011084274","","2018-02-13T14:52:07Z",""
"LMMM004015723","","28107","","","","","","","411","ติดตามยอดเงิน","MMAXSVG","","60403","","1","011084274","","2018-02-13T15:05:11Z",""
"LMKC004019456","","18008364","","","","","","","652","","KCCXXXX","","60403","","1","000329722","","2018-02-14T21:06:37Z",""
"LMSV004018061","","9116260","","","","","","","233","","SVGXXXX","","60201","","1","000184275","","2018-02-14T14:59:34Z",""
"LMMM004108375","","7008339","","","","","","","688","","MMAXSVG","","50101","","1","011048733","","2018-04-19T20:15:48Z",""
"LMSV004024050","","11242119","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-16T16:36:16Z",""
"LMMT004024509","","15237723","","","","","","","111","","MTFXXXX","","60201","","1","000141879","","2018-02-16T17:39:00Z",""
"LMPA004017013","","4241108","","","","","","","719","","PACXXXX","","60201","","1","000405241","","2018-02-13T20:45:05Z",""
"LMSV004018304","","16110887","","","","","","","648","","SVGXXXX","","50101","","1","000179887","","2018-02-14T16:19:40Z",""
"LMTD004018500","","16527184","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-14T16:50:36Z",""
"LMTD004018522","","17587577","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-14T16:52:31Z",""
"LMTD004018540","","18537131","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-14T16:53:45Z",""
"LMPL004021677","","17007138","","","","","","","378","","PLNXXXX","","50101","","1","000155184","","2018-02-15T17:24:16Z",""
"LMSM004018729","","7038434","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-02-14T17:22:56Z",""
"LMMM004018740","","11348194","","","","","","","322","","MMAXSVG","","60201","","1","000172551","","2018-02-14T17:24:43Z",""
"LMIN004018899","","3754757","","","","","","","688","","INAXXXX","","50101","","1","000273011","","2018-02-14T17:42:13Z",""
"LMSM004018992","","10204273","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-02-14T17:57:19Z",""
"LMVD004022016","","12318680","","","","","","","378","","VDBXXXX","","50101","","1","011204146","","2018-02-15T17:58:21Z",""
"LMPA004019105","","7436233","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-14T18:14:57Z",""
"LMTD004023699","","12045173","","","","","","","373","จาก Lead LMแจ้งปลอดภาษีครบ 600,000 บ.ไม่รับสาย","TDTXXXX","","50101","","1","000221952","","2018-02-16T14:42:39Z",""
"LMKC004019288","","15137613","","","","","","","55","","KCCVSPT","","60201","","1","000230383","","2018-02-14T18:54:45Z",""
"LMSV004017930","","15697542","","","","","","","407","","SVGXXXX","","60201","","1","000403097","","2018-02-14T14:13:27Z",""
"LMTD004129640","","14477643","","","","","","","50","","TDT03MX","","60201","","1","000126383","","2018-05-07T16:39:22Z",""
"LMTD004017011","","4267242","","","","","","","719","","TDTXXXX","","60201","","1","000405241","","2018-02-13T20:42:31Z",""
"LMSV004018240","","408173","","","","","","","233","","SVGXXXX","","60201","","1","000184275","","2018-02-14T16:08:40Z",""
"LMTD004018495","","16162517","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-14T16:49:23Z",""
"LMSV004015363","","4266029","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-02-13T12:51:12Z",""
"LMAY004015512","","15577293","","","","","","","411","อัพเดทกองทุน","AYFSDIV","","60403","","1","011084274","","2018-02-13T13:57:13Z",""
"LMSM004015777","","13916261","","","","","","","299","","SMSXXXX","","50101","","1","000346247","","2018-02-13T15:23:39Z",""
"LMPA004014999","","19704792","","","","","","","322","","PACPROM","","60201","","1","000369074","","2018-02-13T10:22:36Z",""
"LMPA004014427","","7846015","","","","","","","322","","PACXXXX","","60201","","1","000172551","","2018-02-12T18:19:32Z",""
"LMSV004014466","","502837","","","","","","","518","","SVGXXXX","","50101","","1","000310284","","2018-02-12T18:35:05Z",""
"LMSV004108206","","16374596","","","","","","","55","","SVGXXXX","","60201","","1","000230383","","2018-04-19T18:20:27Z",""
"LMKM004018665","","4196409","","","","","","","322","","KMAXXXX","","60201","","1","000400580","","2018-02-14T17:14:18Z",""
"LMSV004018769","","4036648","","","","","","","96","","SVGXXXX","","60201","","1","000090779","","2018-02-14T17:28:11Z",""
"LMIN004022859","","14227313","","","","","","","358","","INHCNPT","","60403","","1","000181842","","2018-02-16T10:00:37Z",""
"LMMM004023037","","4852241","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-02-16T11:21:47Z",""
"LMTD004018135","","20755308","","","","","","","411","","TDT09MX","","60403","","10","011084274","","2018-02-14T15:30:20Z",""
"LMPA004015061","","10931732","","","","","","","322","","PACPROM","","60201","","1","000388231","","2018-02-13T10:47:05Z",""
"LMVD004016571","","4796189","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-13T17:47:39Z",""
"LMMM004014403","","4562397","","","","","","","322","","MMAXSVG","","60201","","1","000172551","","2018-02-12T18:11:58Z",""
"LMAY004014442","","13640498","","","","","","","96","","AYFDLMF","","60201","","1","000158444","","2018-02-12T18:26:09Z",""
"LMMM004014449","","8776911","","","","","","","322","","MMAXSVG","","60201","","1","000172551","","2018-02-12T18:27:06Z",""
"LMSV004014450","","523638","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-12T18:27:11Z",""
"LMMM004108314","","7483470","","","","","","","711","","MMAXSVG","","50101","","1","000234963","","2018-04-19T18:54:54Z",""
"LMSV004018778","","21763620","","","","","","","96","","SVGXXXX","","60201","","1","000090779","","2018-02-14T17:29:18Z",""
"LMSV004018787","","8695411","","","","","","","96","","SVGXXXX","","60201","","1","000090779","","2018-02-14T17:30:16Z",""
